Varient_Name,Average_stars,Review_title,User_rating,Review_description
TVS Radeon,4.5,A superb motorcycle.,5,"After comparing the TVS Radeon and the Hero Splendor Plus extensively, I decided to buy the former because of the “new” factor, better build quality, and also much more comfortable ride quality. I also got it for Rs 2,000 less than the Splendor Plus. So, a great deal overall."
TVS Radeon,4.5,Refined performance,4,As per my user experience bike comes with a good performance and refined engine.
TVS Radeon,4.5,Refined bike.,4,The bike is in great condition and the engine refinement is superb.
TVS Radeon,4.5,Awesome bike.,5,This bike has the upper hand in its segment.
TVS Radeon,4.5,Eye catchy bike.,5,This bike comes with a comfortable riding and stylish look with would be an eye-catchy on the road.
TVS Radeon,4.5,Good in segment.,4,The bike really very good in the segment.
TVS Radeon,4.5,Great mileage.,5,"The bike comes with a great look and best in class fuel economy, I am a happy owner now."
TVS Radeon,4.5,Comfortable scooter,4,This scooter offers great comfort and riding comfort for long rides as well. I'll surely recommend this scooter to everyone. 
TVS Radeon,4.5,Great bike.,5,This bike has great riding experience.
TVS Radeon,4.5,Best in the segment.,5,"The bike great in riding and the engine power is excellent in the segment, the sound of the bike is very soothing."
TVS Radeon,4.5,Great bike.,5,This is a nice bike having great mileage and comfortable seat. The other features of the bike are also amazing like charging port etc.
TVS Radeon,4.5,Great build quality.,5,"The styling is really very smart and the engine is very powerful, with a strong build along with perfect for long rides as well."
TVS Radeon,4.5,Premium bike.,5,"For those who want their motorcycle to look like a strong warhorse to thrive on worst of the Indian roads, the TVS Radeon makes a strong case. I have found the seat to belong and cushy enough and the suspension to be strong to take all the beating with ease."
TVS Radeon,4.5,Best bike.,5," It gets the same 109cc single-cylinder engine from the TVS Star City+. It’s a simple and plain bike meant for daily city commuting. The 110cc segment is highly competitive in India with the Bajaj Platina ES 100, Hero Splendor Plus, and the Honda CD 110 Dream DX. But the Radeon manages to beat all others."
TVS Radeon,4.5,Best bike ever.,5,"The weight distribution of the bike is great along with great configuration, but the price is a little higher than the other segment."
TVS Radeon,4.5,Good bike.,5,Weight and other configuration is better than other company but the price is little high and a problem occurs when it comes to resale this bike
TVS Radeon,4.5,Riding experience,5,The bike great is I have ever seen at this price point. The great value of the bike. Riding experience is great.
TVS Radeon,4.5,TVS Radeon,5,"The comfortable ride quality and sturdy built to make this bike quite a performer. There is no ‘wow’ factor on this bike. It simply serves what it is meant for. It’s your perfect vehicle for urban riding conditions. While the engine is refined, it doesn’t have much luggage carrying capacity. Overall, a decent buy."
TVS Radeon,4.5,Wonderful bike,5,"I bought this bike 7 months ago and it has Excellent performance. I am 100% satisfied, please experience the bike by taking test drive of it. "
TVS Radeon,4.5,You won't regret buying It.,5,"
The bike is really good at looking and it has good sound. It has good mileage and it is very comfortable in seating."
TVS Radeon,4.5,Simply Superb,5,Super Bike. No Doubt. Works exceptionally well. Please test ride and feel the difference. Excellent work TVS. 
TVS Radeon,4.5,Wonderful bike.,5,"I bought this bike 7 months ago. Excellent performance I am 100% satisfied, please experience the bike by test driving it. "
TVS Radeon,4.5,Excellent bike.,5,Excellent condition is right and looking best all right my best experience. Overall good performance and good looks.
TVS Radeon,4.5,Best in the segment.,5,"The TVS Radeon might look like something which belongs to a bygone era with very basic styling and equipment levels. But then, the chassis and performance of the Radeon feel robust and rock solid. I particularly found the seat to be the best part of this motorcycle."
TVS Radeon,4.5,Very good bike,5,It's a very good bike. The looks of this bike are good.
TVS Radeon,4.5,Best bike ,5,I ride a TV's radion. It is the most wonderful bike with excellent mileage. This bike has a good budget. I like the design of the bike and the sound system.  The seat is very comfortable . It needs low maintenance. There is no compromise of this bike 
TVS Jupiter,4.4,King of comfort.,5,"It is an excellent scooter, If once Ride on this vehicle then he will even never see others. The looking of the scooter is also very impressive."
TVS Jupiter,4.4,Value For Money.,5,Awesome scooter in this range of 110 cc engine. Power-packed and performance is very good. Also a lot of utility space and charger and mobile holder which is very useful.
TVS Jupiter,4.4,Some Issues Which Can Be Fixed.,4,I like Jupiter classic but the headlamps are not powerful enough to through light to long-distance and the oil tank of this scooter is also very small.
TVS Jupiter,4.4,TVS Jupiter - Value for money scooter.,5,"For me, TVS Jupiter is one of the best value-for-money scooters that one can get in India. The scooter is very practical and offers excellent performance. The under-seat storage is more than sufficient for me as it can store my helmet in it without any issue."
TVS Jupiter,4.4,Breaking And Balancing Is Great.,4,The balancing in this scooter has been done very nicely. It is a very good scooter and offers great mileage. I like the breaking and balancing in this scooter very much.
TVS Jupiter,4.4,Best One,5,"This scooter is providing me a mileage of more than 42 kmpl, which is very much less than what they commit. If you accelerate to the speed of 55 kmpl and apply the sudden brake, you will surely either experience your back tire rising or tires getting skid. I don’t know the reason may be because of tires or brakes. Apart from this, I didn’t found any other issue at all. Seats are very comfortable, and looks are undoubtedly excellent."
TVS Jupiter,4.4,Quite smooth to run. ,4,"Quite smooth to run. I used to be a bike rider, so getting used to the scooter. It is convenient and user friendly."
TVS Jupiter,4.4,Amazing Scooter To Ride On Highways.,4,"I'm using it for more than 3 years, very nice seating arrangement I had a long trip on this scooter for more than around 400km whiteout any tiredness, got a very good mileage of  52+ on the highway recommended for the people who are looking for city traveling as well as highway. "
TVS Jupiter,4.4,Ghatiya performance and  bekar balance.,2,Ghatiya performance and bekar balance of this scooter.
TVS Jupiter,4.4,Very Good Scooter.,4,I am using the TVS Jupiter classic.
TVS Jupiter,4.4,Super Scooter.,5,"Super scooter, amazing performance."
TVS Jupiter,4.4,Best Company.,4,"The scooter is amazing, this is my first time buying TVS, my best friend suggests me this scooter. I also refer this scooter to all my friends and colleagues."
TVS Jupiter,4.4,Leader In The Scooter Market.,5,Very comfortable and grip on the road is amazing.
TVS Jupiter,4.4,Better Than It's Competitors.,5,"TVS Jupiter is the best scooter because its mileage, style & look are good. I tell other people to purchase a TVS Jupiter scooter."
TVS Jupiter,4.4,Powerful Suspension And Best Design,5,The best gearless two-wheeler I found so far as it is very comfortable and the powerful suspension makes it go easily on rough roads. It remains completely under control which makes it safer and is very fun to ride.
TVS Jupiter,4.4,Boss of the roads.,5,TVs is a great brand in the country because it has good products and affordable for us. So I like TVs products.
TVS Jupiter,4.4,Superb scooty,4,"Lengthy seat, stylish affordable. A good break and suitable for all people."
TVS Jupiter,4.4,Great Indian scooter ,4,I bought this scooter after many test rides of Activa and Jupiter itself. Also asked many mechanics around and most recommended TVs. Following are the main pros:
TVS Jupiter,4.4,Smooth bike ,5,"An excellent smooth bike. Extra space, mobile charger, outside fuel tank, and many more."
TVS Jupiter,4.4,Awesome scooter,5,"A perfect scooter to buy excellent features, comfortable, perfect mileage, speed nice colour, superb charging point."
TVS Jupiter,4.4,Happy customer Awesome Bike,5,"One of the best for riding a non-break vehicle. So give 5 stars, mileage excellent, overall performance is good."
TVS Jupiter,4.4,Best in class,4,Comfortable and smooth experience. Like makkhan. Loved its style and power is also awesome.
TVS Jupiter,4.4,All About Mileage,3,Mileage is not so good to rest of scooty is best. Please upgrade the meter of scooty. Add location system.
TVS Jupiter,4.4,Nice To Use,5,"Very super. Nice to use, very sexy model. it's very comfortable for ladies as well as gents, with large space under the seat."
TVS Jupiter,4.4,TVS JUPITOR IS MY FIRST FAVORITE CHOICE.,5,TVS JUPITER IS MY FIRST FAVORITE CHOICE BECOZE OF THIS GOOD LOOKING AND YOUNG GENERATION LIKES IT SO VERY MUCH. WISH YOU ALL THE BEST TVS IN NEW YEAR 2021.
TVS Jupiter,4.4,My Opinion,4,It is good in all performance. Mileage is amazing and its better than other scooters in this segment.
TVS Jupiter,4.4,Very Comfortable and Nice Looking Jupiter,5,It is a very nice vehicle and I am enjoying riding my TVS Jupiter.
TVS Jupiter,4.4,Cheetah Jupiter ,5,"Reviewing after completing approx 22,000 km. Pros: It is a light weight vehicle as compared to activa and other scooters. Easily you can get a good mileage of 45+ kmpl in city drive."
TVS NTORQ 125,4.4,Next generation bike.,3,The bike is really stylish with great features but mileage is not up to the mark and they could have tuned it for better mileage. 
TVS NTORQ 125,4.4,Happy With This Scooter,5,"I am using TVS NTORQ 125 Scooter and I am happy to buy this scooter because it gives me good mileage and comfortable riding. This scooter comes with the smartphone connectivity that offers me Incoming Call/Message/Missed Call Alerts, Navigation Assist, Last Parked Location Assist, Auto Reply SMS, and many other facilities. I like this scooter so much."
TVS NTORQ 125,4.4,Solid Scooter.,4,Nice scooter very comfortable and good in mileage  Stylish design pick up is too good I’m very happy to buy this scooter.
TVS NTORQ 125,4.4,Not Satisfied.,2,I'm using TVS Ntorq for 1 & a half years. I'm not satisfied with the material used. It has a very low-quality material used in scooter.
TVS NTORQ 125,4.4,Good performance.,5,"Very good Experience, Looks gorgeous, Fuel capacity & Milage is good, Storage capacity is cool. I loved Ntorq."
TVS NTORQ 125,4.4,Stylish scooter.,4,I love Ntorq. Very good experience. It is a very comfortable and stylish design and also good in mileage. 
TVS NTORQ 125,4.4,Mileage issue.,4,"Good scooter but mileage is only 40 Kmpl, pickup is good, design, feature, and comfortable legs space all are overall good."
TVS NTORQ 125,4.4,Mobile connectivity with Scooter.,5,"I am using TVS NTORQ 125 Scooter and I like this scooter so much because it comes with smartphone connectivity, good mileage, and a powerful engine. The most important thing is, with all these amazing qualities, this scooter is available at an affordable price. This scooter looks very bold and stylish. This scooter also offers Engine Kill Switch, Passenger Footrest, Digital Console et features."
TVS NTORQ 125,4.4,Good Stylish Scooter.,4,"This is my first scooter, I find the scooter very stylish and comfortable, My overall experience with the TVS Ntorq is really great."
TVS NTORQ 125,4.4,Number One Indian Scooter.,5,"Excellent design, looks is very smart with good mileage and overall performance is superb with beautiful colors."
TVS NTORQ 125,4.4,Awesome Scooter.,4,Very nice pick-up. The milage is an average of 32 kmpl. Overall it's an awesome buy much better than all the scooters available in india.
TVS NTORQ 125,4.4,Superb Scooter.,5,Comfortable to ride. Looks good. Easy to maintain. The features are good. Low maintenance. Good mileage. All in all an excellent bike.
TVS NTORQ 125,4.4,Amazing scooter With Amazing Features.,5,"I had an amazing experience after trying TVS Ntorq in fact the best scooter of all time. Pick up, performance,  along with elegant and stylish looks."
TVS NTORQ 125,4.4,Feel Amazing with TVS NTORQ 125,4,I live in Delhi. I will share with you my experience with TVS NTORQ 125. I am using this scooty and I love this for its cost and mileage. According to my experience TVS NTORQ 125 is one of the best Scooty in India in an average price range. I feel comfortable and do not feel strains when I ride it. Now it has become my family member.
TVS NTORQ 125,4.4,Best Bike.,4,NTORQ is the best bike for the new generation if anyone wants bike without a gear. I suggest taking this bike its an advanced version of non gear bike with a good performance.
TVS NTORQ 125,4.4,Best Scooty in Budget - NTORQ 125,5,"I have been using this Scooty for the last 1 years and honestly, I am satisfied with it. It's just a great Scooty with the best price, good mileage, and less maintenance. Best choice for daily commuting with a comfortable riding posture. This Scooty gives a wonderful performance with a powerful engine."
TVS NTORQ 125,4.4,Comfortable TVS NTORQ 125 Scooter,5,I was looking for a scooter at an affordable price with good features and then I purchased TVS NTORQ 125 Scooter because at an affordable price this scooter is offering amazing features. The look of this scooter is sporty and I like it. I feel more comfortable while riding it than other scooters. It also has good safety features like a synchronized braking system etc.
TVS NTORQ 125,4.4,Best Performing Scooter. ,4,"Look wise excellent, but I was expecting more."
TVS NTORQ 125,4.4,Amazing Scooty- TVS NTORQ 125,4,"Recently I took this TVS NTORQ 125 Scooty. The scooty has a very low maintenance cost and I would say zero defect. The riding experience was tremendous. It's build quality and road presence was quite good. Sometimes I go for a long drive on this Scooty. It is wonderful Scooty that I can't express, just close your eyes and go for it."
TVS NTORQ 125,4.4,Rider Friendly- TVS NTORQ 125,3,I am very much Impressed with this NTORQ 125 Scooty. I always go for a long drive on this Scooty. It feels comfortable while riding. This scooty is very lightweight and easy to handle. It has a smooth drive and its seat is very long. I am very happy with the performance.
TVS NTORQ 125,4.4,Good Choice Scooty for This Price Range,4,"Recently I purchased this TVS NTORQ 125 Scooty. A superb Scooty I loved it, It's riding quality is good and comfort also, This Scooty is best for me and my driving and comfort for a long drive in the city better drive for the rush area it is the best Scooty in this Price Range."
TVS NTORQ 125,4.4,"Fun to ride, breaking & suspension is good. ",4,"I think the biggest con in TVS NTORQ is its seat. The seat is a little inclined i.e. lower at the front and higher at the back like a motorcycle but the motorcycle has a tank to prevent slipping forward and act as support. The seat is also not as wide compared to the other scooters. It is ok for the rider but the seat for pillion is not comfortable, else it is a wonderful scooter with excellent exhaust note, pick up, and Bluetooth connectivity. The only issue is with the seat that too with its inclination whereas cushioning is again great in the seat. Need some modifications to the forthcoming version scooters regarding seat and space for luggage carrying for the front rider side. Overall scooter riding is nice. TVS NTORQ 125 beating Honda and Hero model scooters. TVS company providing good bikes and scooters in the market. "
TVS NTORQ 125,4.4,"Sturdy, almost a bike-like performance",3,Riding the 125cc NTorq is almost similar to that of a motorcycle. It’s one of the best available scooters in its class and comes with Bluetooth enabled info cluster. The side indicators further add to its bike-like feel. The scooter gets a big thumbs-up for its build quality and charming performance. 
TVS NTORQ 125,4.4,Bluetooth connectivity is the best feature,5,"Every brand works hard to design its scooter well and equip it with a powerful and fuel-efficient engine, but TVS has gone even ahead with the Bluetooth connectivity feature. The instrument cluster displays navigation gestures, call-alert, and much more. This is my favorite feature and one of the major reasons behind buying the NTORQ."
TVS NTORQ 125,4.4,Punchy & Stylish Scooter With Latest Features,4,"My experience of owning a TVS NTORQ for 2 months has been great. I really like the 125cc engine that packs in a lot of punch. Moreover, the scooter looks a class apart and stands out in the crowd very easily. Lastly, the fully-digital instrument cluster with features like call display, auto SMS reply, and navigation assist is like icing on the cake."
TVS NTORQ 125,4.4,Best Scooter In The Indian Market.,5,"Hello friend, I live in Delhi. I will share with you my experience with TVS Ntorq 125. I am using this bike from November and I love this bike for its cost and mileage. According to my experience Ntorq 125. is one of the best Scooter in India in average price range. I feel comfortable and do not feel strains when I ride it. Now it has become my family member"
TVS NTORQ 125,4.4,Nice scooter,4,It's good for long route. You can easily go for 100 km with a speed of not more than 60kmph. I have not seen any heating issues until 100km. 125cc engine. BHP is also high.
TVS NTORQ 125,4.4,20 days experience of this scooter.,4,"The most interesting thing about NTORQ is its exhaust sound, it's really very good. The style is also nice. I have purchased it just 20 days before and I am not getting any problem till now."
TVS NTORQ 125,4.4,Good Experience with NTORQ 125,4,"TVS NTORQ 125 is a small size vehicle that is simply self-started and can be ride easily. The speed of NTORQ 125 is good and the self-starting option of this vehicle is more suitable. Also, TVS NTORQ 125 can be used on rough roads as its Front Disc Brake gives superior stability to the scooter. I just love this scooter as it has many safety features in this segment."
TVS NTORQ 125,4.4,Safe Riding with TVS NTORQ 125 Scooter,4,"I am using TVS NTORQ 125 Scooter and I am happy to buy this scooter. It is performing so well. This scooter comes with many amazing features that make my riding comfortable and safe. And with all these features, its price is not much high. It comes at an affordable price. This scooter comes with good safety features."
TVS NTORQ 125,4.4,NTORQ 125 - Value for Money,4,I am having this Scooter for my office use. it is a nice scooter with a comfortable seating posture and perform so well. It can be used easily by ladies. Performance is very good and mileage is ok. I like the looks of this scooter and also it is available at the best price offering good safety features. Price-wise it is worth buying. Service cost is reasonable also.
TVS NTORQ 125,4.4,Good Balacing with NTORQ 125,4,I bought NTORQ 125 of TVS just a few months ago as a daily commuter and I am completely satisfied with the performance. It is a low maintenance scooter. The pickup of the scooter is very good and balancing is good in city areas too. It is a very comfortable scooter that gives no backache if I go for a long route. I suggest to all of those who are looking for a scooter in this price range.
TVS NTORQ 125,4.4,Smooth Running Without Much Vibration.,5,"Good sporty looking scooter ,the esthetics of this vehicle is so attractive.This vehicle shows good engine performance with great power and torque.The fuel economy is meeting an average. The rate of the vehicle is affordable.The main quality I found is the smooth running without much vibration."
TVS NTORQ 125,4.4,Nice Scooter for all Condition,4,I have own TVS NTORQ 125 Scooty in yellow black color. This Scooty is suitable for any climate and my wife using this and sometimes I also riding this scooty. I did not get any issues until now. Its performance is very good and mileage is Best. Compare to other scooters available in the market. Price-wise it is worth buying.
TVS NTORQ 125,4.4,Ravishing NTORQ 125,4,I took the test drive of this scooter after that I purchased this without wasting my time. It is a perfect scooter for me. Its looks and performance all are just appreciating. Handling is good for this scooter and its features make this different than others. I have this scooter in Metallic Grey color. Its maintenance cost is low and runs smoothly on any roads. I and my brother both are using this scooter.
TVS NTORQ 125,4.4,Best Machine Of 2020,4,"Before TVS NTORQ 125 I was driving TVS Vego which is also great but there is no comparison with TVS  NTORQ 125, According to me the  NTORQ 125 is the best machine of 2020 as per my experience."
TVS NTORQ 125,4.4,Best Scooter Of 2020.,4,Recently I bought this scooter. Me and my father both are using this scooter. It is easy to handle. It gives the best performance on-road and off-road. My father always says it is my tiger. He enjoys while riding this scooter. Its service maintenance is very low. Best for beginners.
TVS NTORQ 125,4.4,Best Features In Class.,4,"The bike features are really good, Mileage also good, NTORQ braking system good, and the under-seat storage is large."
TVS NTORQ 125,4.4,Comfort at a cost.,3,Comfortable ride for long-distance. Effortless driving. Maneuverability in waterlogged roads. Good load-carrying capacity. Less mileage. The high cost of engine oil. Frequent refueling.
TVS NTORQ 125,4.4,Best In The Market.,4,What can I say about this Ntorq 125. In one word it's amazing. Talking about the looks killer and the performance delivery is from this scooty is all above the other scooties which are present in the market. overall best in the market.
TVS NTORQ 125,4.4,Awesome scooty.,4,"When I sat on my scooter and started it, I was amazed and the riding experience was tremendous. Its pick up power and torque made to fall in love with it. About looks, it's stunning and its dreaded eyelashes are trademark symbol of TVS which make competition to submission. I am proud to be a part of TVS family and proud to be the owner of TVS NTORQ 125."
TVS NTORQ 125,4.4,Awesome bike.,3,"It is a really nice Bike, It's worth the money you spent, I will be buying this machine next year."
TVS NTORQ 125,4.4,Superb scooty. Overall so good.,4,"It's really good scooty, style looks. New updated features come with the race edition."
TVS NTORQ 125,4.4,Affordable TVS NTORQ 125,4,"I am using TVS NTORQ 125 and I recommend it to others also. It's very good for a daily commute and also it has a good load capacity. I come with CVT automatic transmission and that why it's very easy to drive. It's also very comfortable and safe to ride. It has so many features with good looks. Also, its price is affordable."
TVS NTORQ 125,4.4,It Worth Buying,5,It's worth buying. Whenever I ride. The mileage is awesome which I get. Ntorq looks are stunning.
TVS NTORQ 125,4.4,Torque Master Of 125CC,4,"A very good bike for the 125CC which competes for the rest of the 125CC. A total beast on acceleration because it is NTORQ. I'm really happy about riding this bike. I would love to have a 150CC on it but thinner in body design because it feels bulky and the vibration. Overall, it's a good bike. "
TVS NTORQ 125,4.4,Awesome Bike,4,Nice bike and it is very comfortable and very stylish. Love goes to a ride on the highway. Mileage is also good.
TVS NTORQ 125,4.4,Best In Segment,3,"Recently, I brought the 2020 BS6 race edition because it's better than any other scooter in this price range."
TVS NTORQ 125,4.4,"Overall, Great Experience With Ntorq",4,"Overall, a great experience with Ntorq but only the thing which is a bit disappointing is the fiber body."
TVS NTORQ 125,4.4,With Bold Looks TVS NTORQ 125 Scooter ,5,TVS NTORQ 125 Scooter looks so powerful and bold. Its looks and features are amazing. This scooter comes at an affordable price with amazing features. I am using this scooter and it is very comfortable to ride. That's why I recommend this scooter to others also who are looking for a good 2-wheeler.
TVS NTORQ 125,4.4,Good vehicle,4,"Good vehicle, looking stylish, mileage is good, comfort is good, everything is good, good vehicle for us."
TVS NTORQ 125,4.4,At an Affordable Price TVS NTORQ 125 Scooter,5,"I am using TVS NTORQ 125 Scooter and I am very happy with its performance. This scooter comes with amazing features like it allows me to connect my mobile to it through Bluetooth, hazard light switch, LED headlight, and many other features. With all these features, this scooter comes at an affordable price. I like this scooter so much."
TVS NTORQ 125,4.4,Good Bike,5,Good performance.
TVS NTORQ 125,4.4,Ths Ntorq Is A Junk Scooter,1,"This is the worst scooter I've come across. After 6 months, I'm suffering from starting problem. Visited TVS service centre multiple times, even bought my own battery but the problem persists. The Service Center in Siliguri is pathetic and I've dragged this burden mile, completely wet with sweat several times. Don't ever go for these bikes folks. I'm helpless but you can avoid my situation if you listen to my honest view."
TVS NTORQ 125,4.4,Best Scooter ,4,It is a very nice scooter and very nice looking but the mileage is low but it is 
TVS NTORQ 125,4.4,Travel With Ntorq Is Super Comfort..,4,"Travel with Ntorq is too comfortable. Tire structure, engine power, and breaks are superb, but mileage slightly poor. Overall, it has the best performance."
TVS NTORQ 125,4.4,Happy with TVS NTORQ 125 Scooter,5,"I am using TVS NTORQ 125 Scooter and it is the best scooter in its segment. This scooter comes with 125cc engine and it offers mobile connectivity through Bluetooth. Also, it allows me to ride comfortably and without any worry because of its safety features that ensures my safety. I am very happy with its performance and features."
TVS NTORQ 125,4.4,With Amazing Features TVS NTORQ 125 Scooter,5,"I am using TVS NTORQ 125 Scooter and it is a best in the segment. I am very happy to buy this scooter and I recommend it to others also. This scooter offers amazing performance, superb features and comfortable riding. Also, this scooter offers safety with its superb safety features. That is why I love this scooter so much."
TVS NTORQ 125,4.4,TVS stylish Rockstar.,3,"Vehicle looks good and stylish, But only disappointment with the mileage. Other than that all the features are excellent."
TVS NTORQ 125,4.4,Stylish Scooter For Men,5,"I buy TVs Ntorq racing edition super look with amazing performance and it has a good mileage around 40 km. Overall, good."
TVS NTORQ 125,4.4,Nice And Warm,3,"It is nice but it was not up to my satisfaction. BS6 is not as good as BS4. And, the rear mudguard is not looking good anymore."
TVS NTORQ 125,4.4,Get Ready For Ride With Beast,5,The Beast
TVS NTORQ 125,4.4,Affordable Price TVS NTORQ 125 Scooter,5,"I am using TVS NTORQ 125 scooter and very happy with its performance. It offers very comfortable riding with so many features like I can connect it to my smartphone through Bluetooth, it is also able to guide me with navigation. Its LED headlights and taillights give it good looks. With all these features it's available at affordable prices."
TVS NTORQ 125,4.4,Awesome Stylish Bike,5,"The best bike for this generation which is comfort, mileage, stylish, smart connect and awesome look with black and red in colour and it has amazing led headlight and tail lamp. Overall, the most loved thing in it is the exhaust. It's really awesome to feel like riding a sports bike."
TVS NTORQ 125,4.4,Beast Scooter,4,Very good performance with stylish body structure with low cost of maintenance offered by TVS thanks to TVs for giving out such beast in a scooter type.
TVS NTORQ 125,4.4,Technology with TVS NTORQ 125 Scooter ,5,"I am using TVS NTORQ 125 scooter for my daily commute. It's a very good scooter at an affordable price. This scooter has a synchronized braking system, that increases safety while riding. Also, I can connect my mobile with it through Bluetooth. It also provides navigation with a digital speedometer and clock. I am very happy with its features and performance."
TVS NTORQ 125,4.4,Really Nice Bike,4,My Favourite bike. I am very happy with the bike but the only problem is that the bike mileage is very low like 40 kilometers.
TVS NTORQ 125,4.4,Comfortable Ride,4,"Nice Scooter which covered all safety features, very comfortable in highway rides. Best scooter for long rides. "
TVS NTORQ 125,4.4,Best Two-Wheeler,4,Best two-wheeler for all. Easy to handle it. Good looking and good speed with good pickup. Best two-wheeler of the year.
TVS NTORQ 125,4.4,Satisfied Performance TVS NTORQ 125 Scooter,5,I purchased TVS NTORQ 125 Scooter because it offers amazing features at an affordable price. It gives me a comfortable and stable ride. I feel very safe while riding it because of its Synchronized Braking System and front disc brakes. Its design and looks also good. I am using it for the daily commute. I am satisfied with its performance.
TVS NTORQ 125,4.4,High mileage sports bike.,4,"Overall a nice two-wheeler, feeling like bike. Night drive feels a sports car. "
TVS NTORQ 125,4.4,"Overall, Nice Bike",4,"Overall, it’s a great scooter in its segment with less average and great braking and superb styling especially led lights."
TVS NTORQ 125,4.4,Best In Performance - TVs Ntorq 125,4,It's a really good bike when it can make by the long ride at top speed is 85 to 95 km/h. This TV scooter is better than other TVs. This scooter is very nice.
TVS NTORQ 125,4.4,All Performance Is Perfect... ,5,"It's performance and mileage are awesome and looks are amazing and at last, one word, I would like to say is a fabulous bike."
TVS NTORQ 125,4.4,Seating Comfort Should Be Improved,4,"The bike has a very good design with better performance, but when it comes to mileage, it will give just 30km. I had to mention one important point that is about its sound. It really feels very good while riding and one more thing it is comfortable for riding. And, it's very comfortable but the seating position is not good."
TVS NTORQ 125,4.4,Nice Bike And Awesome Colour,5,This is a superb and nice bike and experience with this bike is amazing. It has good pickup and smooth to ride ad colour are too good.
TVS NTORQ 125,4.4,Performance With Looks Both Are Awesome,5,"The bike has very good performance. I had a very good experience with this bike. And, it's looks also very attractive."
TVS NTORQ 125,4.4,TVS NTORQ 125 Drum BS6 Scooty,4," I bought this NTORQ 125 scooter in BS6 drum variant a month back, This is the first time that I have liked any product so much. It's a smart-looking scooter and bound to get you attention wherever you go, Its power is very nice. In this price segment, it is the best scooter. The speedometer is good looking and it also has many more features. "
TVS NTORQ 125,4.4,Amazing Scooter,4,I have scooter Ntorq 125 which is lightweight. It has lots of foot space and easy to drive. It has amazing turns with the use of indicators. It has really smooth drive and its seat is very long. I can put my luggage at its foot space and also it has under-seat storage in which I can put my helmet. It does not require services every month.
TVS NTORQ 125,4.4,Best 125 cc Scooty,4,I did not have to wait for months-long to buy this scooty. I just got the scooter the next day. Which was very promising by TVs. Riding this bike is a whole different situation it is very powerful because of the TVs racing-inspired 3 valve engine which is very refined and has very much amount of torque filed in the vehicle which is just awesome. The Ntorq has the best look compared to the other scooter.
TVS NTORQ 125,4.4,Amazing TVS NTORQ 125 in BS6,4,My name is Kavya and I live in Delhi. My elder brother gifted me with this scooty. Its advanced features make me more comfortable to ride it. I drove many scooty in my life but there is something in this scooty. its perfect work according to my requirement. I am using this scooty for my daily commute. it gives me happiness while driving.
TVS NTORQ 125,4.4,NICE BIKE,5,THE PERFORMANCE OF NOTORQ 125 IS VERY GOOD. I CAN HANDLE ITS STEERING EASILY. THE SCOOTER GIVES NICE GOOD AVERAGE. 
TVS NTORQ 125,4.4,Amazing Performance Bike,4,I have taken this Ntorq bike last 5 months back. I am very happy to ride now its has Bluetooth connectivity to see my last rides and any caller I'd and there are so many modes to ride. Its sitting position very nice and led lamps it looks very good and its servicing and maintenance are also very less. I have satisfied with this bike it's too good.
TVS NTORQ 125,4.4,Gadi Chalane Kafi Achcha Hai,5,Gadi chalane me kafi acha hai comfort stylish ese pahle aisa koi scooter humne chalaya hai kafi khushi huva hai scooter chalake.
TVS NTORQ 125,4.4,Great Speed with Mileage,5,"Great experience with the new Ntorq. The mileage is also good, nice fuel tank capacity with reserve capacity exhaust sound is also good."
TVS NTORQ 125,4.4,NTORQ 125 Race Edition BS6 Scooty,4,"I have this scooty in Matte Red. Its the best scooter with all the unique features and hazard lights. It has really stylish body structure and comes with more advanced features like boot light, service due indicator, I ride this scooty on highways. It gives me the best performance on road."
TVS NTORQ 125,4.4,Value for Money Bike With Dashing Looks,4,"I fell in love with the sound of the Ntorq and if that was not enough the sharp looks were dashing. Coming to the performance the pick up is just amazing it runs like a bullet, the handling is smooth with super comfortable shock absorbers. The console features of smart connect, light under the cabin are very helpful, you won regret paying extra bucks for that. The mileage is around 50 which is great for a 125CC scooter. Best in the segment with technology."
TVS NTORQ 125,4.4,Superb Bike,4,Superb and it's amazing for long drive.and no back pain power full and stylish. The mobile charge and GPRS. It's too good for me.
TVS NTORQ 125,4.4,Great Scooter... Pure Quality and Performance,4,"Great Scooter... I mainly bought for the Tyre and suspension it's great... Also, the performance is too good."
TVS NTORQ 125,4.4,Scooter with Comfort,4,Vehicle performance is a good amazing sound and road grip moderate milage good for city traffic pickup excellent in signals make the journey comfortable and pleasure designed with a credible aspect of safety.
TVS NTORQ 125,4.4,Great Performance by Ntorq,4,I bought Ntorq race edition. It gives amazing performance among the scooters in the market. Tech behind it tunes its performance.
TVS NTORQ 125,4.4,Excellence Fitted into a vehicle,5,"The best scooter anyone can get, the best partner, never let you down, excellent model, and the Bluetooth system is just excellent."
TVS NTORQ 125,4.4,Comfort stylish Smooth Road King,4,Comfort stylish smooth road king classic raiding powerfully CC stylish collection and TVs ntorq125 rock showroom behaviour all over ok.
TVS NTORQ 125,4.4,Best Scooter Ever ,5,Best scooter in India blindly goes for it.
TVS NTORQ 125,4.4,I love NTORQ,4,TVS NTORQ IS VERY GOOD AND CONFERABLE SCOTTY.
